x,y
2015-03-20T21:00:00.000Z,23.95166256
2015-03-20T22:00:00.000Z,23.07288883
2015-03-20T23:00:00.000Z,22.27081905
2015-03-21T00:00:00.000Z,21.33943734
2015-03-21T01:00:00.000Z,20.1010743
2015-03-21T02:00:00.000Z,18.41507176
2015-03-21T03:00:00.000Z,17.74838176
2015-03-21T04:00:00.000Z,17.65897267
2015-03-21T05:00:00.000Z,17.09223348
2015-03-21T06:00:00.000Z,17.90226265
2015-03-21T07:00:00.000Z,17.9134315
2015-03-21T08:00:00.000Z,17.96234159
2015-03-21T09:00:00.000Z,18.62990499
2015-03-21T10:00:00.000Z,18.72464611
2015-03-21T11:00:00.000Z,18.34520321
2015-03-21T12:00:00.000Z,17.95094051
2015-03-21T13:00:00.000Z,17.64593674
2015-03-21T14:00:00.000Z,18.00261082
2015-03-21T15:00:00.000Z,18.64139448
2015-03-21T16:00:00.000Z,19.36714315
2015-03-21T17:00:00.000Z,20.80820121
2015-03-21T18:00:00.000Z,22.52385767
2015-03-21T19:00:00.000Z,24.42140515
2015-03-21T20:00:00.000Z,26.20496937
2015-03-21T21:00:00.000Z,26.57980248
2015-03-21T22:00:00.000Z,26.55250944
2015-03-21T23:00:00.000Z,23.9758725
2015-03-22T00:00:00.000Z,20.7705334
2015-03-22T01:00:00.000Z,19.58263616
2015-03-22T02:00:00.000Z,18.72653999
2015-03-22T03:00:00.000Z,18.28860291
2015-03-22T04:00:00.000Z,17.49047714
2015-03-22T05:00:00.000Z,17.1831431
2015-03-22T06:00:00.000Z,17.28988567
2015-03-22T07:00:00.000Z,17.85781004
2015-03-22T08:00:00.000Z,18.19921922
2015-03-22T09:00:00.000Z,18.13420906
2015-03-22T10:00:00.000Z,18.58881497
2015-03-22T11:00:00.000Z,18.6733003
2015-03-22T12:00:00.000Z,19.16008332
2015-03-22T13:00:00.000Z,19.2070958
2015-03-22T14:00:00.000Z,18.98470822
2015-03-22T15:00:00.000Z,19.42938021
2015-03-22T16:00:00.000Z,20.84931247
2015-03-22T17:00:00.000Z,21.58981452
2015-03-22T18:00:00.000Z,22.33971825
2015-03-22T19:00:00.000Z,22.78918589
2015-03-22T20:00:00.000Z,23.34126286
2015-03-22T21:00:00.000Z,23.49264201
2015-03-22T22:00:00.000Z,23.09622832
2015-03-22T23:00:00.000Z,22.26675029
2015-03-23T00:00:00.000Z,21.02661426
2015-03-23T01:00:00.000Z,20.00933499
2015-03-23T02:00:00.000Z,18.98514147
2015-03-23T03:00:00.000Z,18.5245615
2015-03-23T04:00:00.000Z,18.29069425
2015-03-23T05:00:00.000Z,18.05955087
2015-03-23T06:00:00.000Z,18.473279
2015-03-23T07:00:00.000Z,18.72584815
2015-03-23T08:00:00.000Z,18.55951286
2015-03-23T09:00:00.000Z,18.17967404
2015-03-23T10:00:00.000Z,17.76812994
2015-03-23T11:00:00.000Z,17.44302132
2015-03-23T12:00:00.000Z,17.34512052
2015-03-23T13:00:00.000Z,17.43747011
2015-03-23T14:00:00.000Z,17.89291916
2015-03-23T15:00:00.000Z,18.912204
2015-03-23T16:00:00.000Z,19.616197
2015-03-23T17:00:00.000Z,20.72998682
2015-03-23T18:00:00.000Z,21.76891307
2015-03-23T19:00:00.000Z,22.55338984
2015-03-23T20:00:00.000Z,22.83726683
